"ID","GROUP","CHEF_CLUB","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","CREDIT_PROBLEM","RETURN_FLAG","BENEFIT_FLAG","BUYER_FLAG"
28781,3,0,5,40,28,195.8,197.5,202.5,205.8,215.8,228.2,231.7,204.2,248.9,217.5,1,0,0,0,0
28782,1,0,6,33.3,22,184.2,187.5,191.7,193.3,186.7,213.7,213.8,210.6,226.2,210.4,0,0,0,0,0
28783,2,0,3,46.7,27,133.3,130.8,122.5,114.2,125,122.5,105.3,139.2,115,163.4,0,0,0,0,0
28784,4,0,2,80,14,175.8,155,185,188.3,171.7,132.9,157.1,159.6,165,133.9,0,0,0,0,1
28785,2,0,6,26.7,22,150.8,152.5,151.7,154.2,146.7,133.2,162.5,159.7,174.3,180.8,0,0,0,0,0
28786,3,0,3,73.3,25,212.5,205.8,216.7,217.5,217.5,229.6,221.1,222.5,258.7,261.2,0,0,0,1,0
28787,1,0,3,40,21,115,117.5,111.7,117.5,117.5,84.3,124,112.5,110.8,135,0,0,0,0,1
28788,4,0,2,60,20,120,117.5,112.5,113.3,115,135.3,57.7,114,98.5,82.2,0,0,0,0,0
28789,3,0,2,56.7,16,95.8,98.3,99.2,99.2,107.5,135.1,125.2,150.2,141.5,145.8,0,0,0,0,0
28790,3,0,4,30,20,125.8,118.3,114.2,105.8,103.3,44.4,94.9,37.2,28,46.6,0,0,0,0,1
28791,4,0,5,30,28,141.7,142.5,141.7,145.8,144.2,106.4,115,136.4,138.8,101.4,0,0,0,0,0
28792,4,0,0,0,18,100,106.7,105,111.7,113.3,72.6,88.7,100.4,98.6,108.6,0,0,0,0,0
28793,1,0,7,20,19,149.2,149.2,142.5,141.7,132.5,141.3,120.6,117.8,147.8,104.3,0,0,0,0,0
28794,5,0,6,26.7,25,136.7,139.2,148.3,150.8,145.8,145.8,141,140.4,129.2,117.1,0,0,0,0,0
28795,1,0,2,53.3,22,91.7,96.7,104.2,104.2,102.5,76.6,78.2,99.3,112.8,104.5,0,0,0,0,0
28796,1,0,1,166.7,25,165,176.7,180,164.2,154.2,187.2,193,171.8,185.2,117.4,0,0,0,0,0
28797,1,0,3,43.3,22,132.5,121.7,117.5,120,108.3,130.8,104.7,93.6,102.6,80.8,0,0,0,0,0
28798,1,0,3,40,19,121.7,122.5,115.8,120,123.3,108.3,117.7,169,166.9,157,0,0,0,0,0
28799,4,0,5,50,24,223.3,243.3,228.3,212.5,228.3,205.3,207.2,196.8,248.1,269,0,0,0,1,0
28800,1,0,5,30,21,143.3,142.5,149.2,135,135,175,203.8,191.2,189.3,169,0,0,0,0,0
28801,4,0,5,23.3,25,103.3,108.3,92.5,108.3,108.3,100.1,99.8,83.7,85.1,73.2,0,0,0,0,0
28802,3,0,4,60,25,319.2,306.7,262.5,260,237.5,351.1,332.7,331,328.1,311.4,0,0,0,1,0
28803,2,0,7,33.3,30,216.7,220,220.8,215,208.3,168.6,155.8,169.2,137.3,175.9,0,0,0,0,0
28804,4,0,5,30,13,145.8,138.3,138.3,140,145,144.4,174.2,143.3,142.9,148.2,0,0,0,0,1
28805,1,0,3,60,23,184.2,178.3,177.5,172.5,180,206.8,195.6,216.7,168.3,167.3,0,0,0,0,0
28806,4,0,4,36.7,22,106.7,111.7,111.7,144.2,140.8,125.8,99.8,100.5,122.5,148,0,0,0,0,0
28807,5,0,4,33.3,21,119.2,133.3,127.5,132.5,145.8,148.6,140.8,163.4,185.3,212.2,0,1,0,0,0
28808,5,0,7,16.7,15,110,110,110.8,115,111.7,127.7,119.8,114.7,132.2,143.8,0,0,0,0,0
28809,4,0,5,23.3,17,101.7,119.2,112.5,115.8,125.8,161.9,172,130.1,143.1,152.4,0,0,0,0,0
28810,4,0,3,96.7,29,280.8,302.5,296.7,282.5,281.7,292.9,283.9,325.8,291.6,285.2,0,0,0,1,0
28811,1,0,7,23.3,13,66.7,91.7,145,207.5,145.8,85.6,120.7,95.7,98.1,99.6,0,0,0,0,0
28812,3,0,5,30,25,142.5,141.7,146.7,143.3,140,104.9,130.8,158,135.6,100.8,0,0,0,0,0
28813,4,0,5,26.7,16,111.7,119.2,122.5,125.8,131.7,96.5,121.5,93.3,106.1,123.8,0,0,0,0,0
28814,4,0,3,70,22,241.7,225.8,203.3,275.8,285,168.2,164.3,204.2,240.5,227.1,1,1,0,0,0
28815,1,0,5,46.7,20,191.7,212.5,214.2,225.8,214.2,256.4,223.7,224.3,196.7,172.2,1,0,0,1,0
28816,5,0,3,50,19,145.8,151.7,146.7,142.5,145.8,150.3,148.8,156,131.9,120.6,0,0,0,0,0
28817,3,0,2,83.3,19,81.7,164.2,125.8,144.2,160.8,72.8,97.4,88.1,104.9,142.7,0,0,0,0,0
28818,2,0,4,63.3,26,208.3,208.3,223.3,234.2,240.8,253.3,270.2,230,254.3,258.8,0,0,0,0,0
28819,2,0,4,46.7,22,180,181.7,179.2,171.7,170,196.2,201.7,188.8,205.8,168.2,1,0,0,0,0
28820,3,0,4,40,16,140,136.7,145.8,142.5,147.5,184,196.2,191.7,151,203,0,0,0,0,0
28821,5,0,2,63.3,19,124.2,110.8,124.2,108.3,132.5,90.8,100.2,87.8,107.9,139.7,0,0,0,0,0
28822,4,0,2,56.7,12,108.3,108.3,105,105.8,95.8,42.5,73.4,68.6,50.3,24.6,0,0,0,0,0
28823,1,0,2,60,14,118.3,113.3,110,115.8,115.8,59.6,54.2,103.1,123.4,106.8,0,0,0,0,0
28824,1,0,7,36.7,28,224.2,233.3,227.5,239.2,241.7,206.1,194.8,190.4,197.9,253.5,1,0,0,0,0
28825,1,0,4,36.7,16,139.2,145,142.5,152.5,150,141.9,162.6,171.4,154.5,146.7,0,0,0,0,0
28826,1,0,3,50,24,133.3,145,146.7,149.2,147.5,103.2,61.9,61,68.5,99.8,0,0,0,0,0
28827,5,0,1,136.7,17,135.8,135.8,138.3,142.5,148.3,166.8,161.1,177.8,185.2,196,0,0,0,0,0
28828,2,0,5,50,31,225.8,232.5,237.5,239.2,244.2,270.3,285.9,252.6,225.1,242.3,0,0,0,0,0
28829,2,0,5,33.3,28,154.2,149.2,141.7,142.5,145,162.1,136.2,96.3,119.5,120.2,0,0,0,0,0
28830,1,0,2,66.7,19,113.3,115,127.5,130.8,133.3,201.6,153.4,135.5,152.8,182.5,0,0,0,0,0
28831,3,0,1,213.3,20,190,199.2,199.2,205,210.8,203.3,203.8,200.9,222.5,205.2,0,0,0,0,0
28832,1,0,3,56.7,21,164.2,158.3,157.5,127.5,181.7,91.2,79.3,99.4,126.8,128.9,0,0,0,0,0
28833,4,0,2,90,26,172.5,165,174.2,174.2,176.7,265.8,231.7,192.6,183.3,174,0,0,0,1,0
28834,3,0,5,23.3,22,122.5,116.7,111.7,101.7,93.3,123.7,100.6,113.6,63.9,34.9,0,0,0,0,0
28835,4,0,4,36.7,26,148.3,148.3,153.3,155,145,231.5,184.6,136.7,127,145.8,0,0,0,0,0
28836,5,0,6,20,19,115,110,106.7,108.3,107.5,120.4,136.4,117.6,119.4,109,0,0,0,0,0
28837,3,0,4,46.7,18,179.2,159.2,167.5,171.7,182.5,210.2,217.2,215.2,254.9,189.7,0,0,0,0,0
28838,5,0,0,0,24,135.8,140.8,149.2,159.2,156.7,163.5,153.8,111.3,137.2,163.3,0,0,0,0,0
28839,3,0,5,26.7,15,103.3,93.3,109.2,109.2,119.2,61.2,75,132.4,139.5,154.5,0,0,0,0,0
28840,2,0,6,20,20,118.3,117.5,125,113.3,118.3,159.7,140.8,132.6,132.3,110,0,0,0,0,0
28841,5,0,3,50,22,145,143.3,139.2,143.3,145.8,147.4,164.3,192.9,167.2,159.1,0,0,0,0,0
28842,1,0,4,53.3,24,210.8,210.8,219.2,210.8,206.7,182.8,166.9,157.8,162.5,190.1,0,0,0,1,0
28843,4,0,6,26.7,18,151.7,148.3,154.2,155,166.7,229,221.5,182.5,166.3,166.3,0,0,0,1,0
28844,3,0,4,30,14,130,119.2,107.5,102.5,106.7,137.8,107.7,145.8,167.1,120.6,0,0,0,0,0
28845,4,0,5,33.3,22,140.8,137.5,155.8,151.7,140,166.3,144.3,135.1,141.4,144.5,0,0,0,0,0
28846,5,0,5,30,22,138.3,149.2,148.3,153.3,135.8,174.8,156.5,121.2,128.5,108.5,0,0,0,0,0
28847,5,0,2,53.3,21,116.7,121.7,105,117.5,113.3,126.8,140.8,122.5,124.1,93.8,0,0,0,0,1
28848,1,0,5,23.3,26,96.7,102.5,92.5,116.7,119.2,176.1,161.8,128,156.5,154.1,0,0,0,0,0
28849,4,0,7,26.7,26,184.2,184.2,175.8,175,171.7,139.2,163.2,140.1,141.1,128.8,0,0,0,0,0
28850,5,0,0,0,25,172.5,165,155.8,155,165,198.8,176.8,196.6,207.7,182.7,0,0,0,0,0
28851,3,0,6,20,16,99.2,100.8,112.5,126.7,122.5,98.1,160.4,138.7,153.6,122,0,0,0,0,0
28852,5,0,3,40,16,119.2,114.2,115,113.3,109.2,140.8,121.8,143.7,130.2,111.2,0,0,0,0,0
28853,4,0,7,20,20,120,116.7,116.7,116.7,120,168.2,117.2,167,158.6,123.8,0,0,0,0,0
28854,5,0,2,60,23,116.7,115,119.2,117.5,122.5,58.8,98.7,112.9,111.2,125.7,0,1,0,0,0
28855,1,0,4,30,13,115,101.7,140.8,140,136.7,165.9,209.6,196.9,185.1,176.4,0,0,0,0,0
28856,4,0,4,33.3,18,130,141.7,141.7,138.3,139.2,151.2,161.9,125,104.3,128.6,0,0,0,0,0
28857,2,0,1,146.7,17,147.5,155.8,154.2,144.2,137.5,151.2,128,131.1,124.5,141.2,0,0,0,0,0
28858,1,0,5,33.3,9,150,154.2,142.5,146.7,160.8,125,139.4,179.8,194.2,172.6,0,0,0,0,0
28859,1,0,4,40,23,185,157.5,178.3,170,158.3,207.9,173.5,180.1,180.4,144.5,0,0,0,0,0
28860,2,0,6,23.3,16,71.7,105,136.7,154.2,132.5,159.8,183.5,157.5,146.8,143.8,0,0,0,0,0
28861,5,0,2,96.7,24,148.3,187.5,137.5,87.5,93.3,169.2,186.8,179.2,149.2,155.3,0,1,0,0,0
28862,5,0,5,56.7,20,275,272.5,272.5,268.3,265.8,261.8,223.4,253.8,244.5,222.4,0,0,0,0,0
28863,4,0,4,26.7,19,150.8,145.8,132.5,97.5,104.2,138.3,150.2,148.2,156.2,106.7,0,0,0,0,0
28864,5,0,2,80,19,172.5,159.2,163.3,196.7,175,136.9,184.7,183.3,191.2,202.3,0,0,0,1,0
28865,2,0,5,50,31,247.5,250,247.5,248.3,250.8,226.9,252.9,277.9,261.3,263.1,0,0,0,0,0
28866,2,0,3,40,16,115,115,114.2,110.8,112.5,127.2,156.7,163.8,129.1,110,0,0,0,0,0
28867,4,0,4,26.7,19,106.7,110,100.8,98.3,100.8,94,74.9,50.4,97.2,75.1,0,0,0,0,0
28868,4,0,5,30,26,137.5,137.5,135,139.2,135,117.1,146.8,105,96.7,97,0,0,0,0,0
28869,3,0,3,53.3,19,153.3,158.3,167.5,146.7,135.8,87.1,86,84.8,91.2,89.9,0,1,0,0,0
28870,5,0,3,93.3,20,267.5,260,271.7,271.7,261.7,287.2,263.5,300.5,258.8,306.2,0,0,0,1,0
28871,5,0,6,20,24,131.7,133.3,120,116.7,112.5,157.5,158.4,140.7,145.9,141.8,0,0,0,0,0
28872,4,0,4,40,24,149.2,154.2,154.2,163.3,157.5,142.3,138.6,150.6,166.5,165.3,0,0,0,0,0
28873,3,0,4,50,20,215.8,210,205,212.5,190.8,155.9,157.7,180.2,176.2,162.2,0,0,0,0,0
28874,5,0,6,20,16,105,109.2,119.2,110,113.3,155.2,112.4,86.4,110.2,98.4,0,0,0,0,0
28875,1,0,2,90,23,181.7,182.5,176.7,172.5,171.7,183.9,218.8,224.9,199.6,159.8,0,0,0,1,0
28876,1,0,2,86.7,29,174.2,171.7,186.7,171.7,172.5,199.9,161.6,182.7,162.2,144.8,0,0,0,1,0
28877,5,0,4,26.7,26,105,108.3,117.5,115,116.7,92.8,115.1,136.1,179,166.2,0,0,0,0,0
28878,4,0,3,40,17,115,101.7,98.3,112.5,119.2,103.5,49.6,98.8,128.1,148.4,0,0,0,0,0
28879,1,0,1,123.3,18,113.3,113.3,121.7,123.3,128.3,52.4,27.1,64.2,143.5,157,0,0,0,0,0
28880,2,0,4,30,13,114.2,108.3,107.5,103.3,108.3,168.6,150.9,140.2,103.6,127.2,0,0,0,0,0
28881,2,0,5,23.3,27,110,104.2,105,102.5,105,60.8,45.3,34.2,71.8,72.6,0,0,0,0,0
28882,1,0,4,30,23,118.3,111.7,115,107.5,110,90.7,77.9,93.9,98.9,85.9,0,1,0,0,0
28883,2,0,4,33.3,11,113.3,114.2,105.8,121.7,120.8,119,117.8,121.8,117.7,154.9,0,0,0,0,0
28884,3,0,4,33.3,19,135.8,130.8,123.3,140,151.7,185.3,172.3,189.2,191.9,168,0,0,0,1,0
28885,5,0,3,36.7,17,134.2,121.7,116.7,110,100.8,82.7,75.8,66.8,62,71.4,0,0,0,0,0
28886,2,0,4,63.3,33,249.2,239.2,240,235,244.2,239.2,239.2,258.1,250.8,277.7,0,0,0,0,0
28887,3,0,4,0,24,29.2,45.8,51.7,55,47.5,71.3,94.4,103.7,104.2,80.2,0,0,0,0,0
28888,1,0,5,30,16,145,143.3,144.2,146.7,145,97.2,145.6,132.2,167.3,134.7,0,0,0,0,0
28889,2,0,1,150,27,142.5,151.7,155,150,149.2,122.2,120.5,123.6,121.2,148.8,0,0,0,0,0
28890,4,0,2,63.3,24,122.5,115,111.7,117.5,111.7,111.4,112.7,76.9,92.8,127.7,0,0,0,0,0
28891,5,0,4,40,13,136.7,129.2,135.8,147.5,150.8,134.7,127.7,167.5,174.4,138.6,0,0,0,0,0
28892,5,0,1,223.3,27,211.7,216.7,220.8,223.3,224.2,220.3,213.9,218.1,240,239.4,0,0,0,0,0
28893,3,0,3,43.3,17,117.5,121.7,120,115.8,119.2,154.1,146.4,119.2,72.1,128.8,0,0,0,0,0
28894,2,0,3,40,25,106.7,120,117.5,117.5,120,119.3,127.7,129.9,142.8,150.3,0,0,0,0,0
28895,1,0,5,40,19,198.3,200,160,157.5,163.3,228.2,210.2,201.8,182.7,159.6,1,0,0,1,1
28896,4,0,1,146.7,17,145.8,147.5,145,140.8,146.7,142.2,123.6,150.9,153.2,148.9,0,0,0,0,0
28897,3,0,5,40,26,187.5,189.2,192.5,187.5,176.7,133.1,133.9,113.5,144.7,165,0,0,0,0,1
28898,2,0,4,53.3,28,205.8,195,202.5,202.5,208.3,190.8,232.2,224.2,187.2,234.8,0,1,0,1,0
28899,3,0,3,36.7,14,115.8,110.8,105.8,115.8,117.5,109.2,82.6,99,107.9,103.7,0,0,0,0,0
28900,3,0,3,40,10,122.5,123.3,119.2,115.8,114.2,126.9,153.1,149.6,152.8,110.3,0,1,0,0,0
28901,1,0,2,56.7,16,115,118.3,110,117.5,106.7,49.8,89.7,112.2,71.4,115.8,0,0,0,0,0
28902,1,0,3,56.7,25,157.5,185.8,152.5,168.3,141.7,141.4,135.4,120.6,141.2,115,0,0,0,0,0
28903,3,0,4,40,21,145.8,142.5,142.5,150.8,150.8,105.2,136.7,125.5,177.1,170.8,0,0,0,0,0
28904,3,0,4,36.7,15,175.8,161.7,156.7,141.7,136.7,189.6,159,126.6,112.3,141,0,0,0,0,0
28905,3,0,6,40,22,235,244.2,237.5,233.3,240.8,221,220.6,206.9,256.2,244,0,0,0,0,0
28906,5,0,6,30,26,146.7,160.8,165,170,169.2,196.2,170.5,161.6,110.5,180,0,0,0,0,0
28907,5,0,4,36.7,23,153.3,146.7,142.5,142.5,141.7,147.7,175.4,181,181.6,144.2,0,0,0,0,0
28908,3,0,6,26.7,16,151.7,166.7,170.8,158.3,157.5,143.1,167.1,159.2,193.2,174.1,0,0,0,0,0
28909,5,0,2,73.3,20,143.3,137.5,138.3,139.2,136.7,131.9,147.1,141.7,102.8,107.7,0,0,0,0,0
28910,3,0,2,73.3,24,140.8,145.8,141.7,141.7,140,191.2,154.8,162.9,146.2,107.7,0,0,0,0,0
28911,2,0,5,23.3,19,115,114.2,118.3,117.5,120,84.6,96.7,103.7,139.2,104.2,0,0,0,0,0
28912,3,0,5,36.7,26,170,165.8,170,165.8,172.5,186.8,195.8,144.7,155.2,175.6,0,0,0,1,1
28913,1,0,4,33.3,20,125,128.3,128.3,127.5,132.5,148.8,136.5,161.5,154.4,191.2,0,0,0,0,0
28914,3,0,3,43.3,23,135.8,129.2,125.8,111.7,105,46.4,65.2,105.9,89.8,95.5,0,0,0,0,0
28915,2,0,2,86.7,23,54.2,110,127.5,166.7,170,151,174.1,147.4,151.9,164.7,0,0,0,0,0
28916,4,0,2,86.7,17,179.2,171.7,164.2,165,170.8,201.9,168.3,170.2,176.1,138.7,0,0,0,0,0
28917,2,0,5,33.3,22,159.2,162.5,161.7,159.2,151.7,177.2,190.5,170.7,194.1,193,0,1,0,0,0
28918,1,0,4,56.7,24,212.5,225.8,206.7,216.7,222.5,234.4,235.9,205.3,226.1,231.1,0,0,0,1,0
28919,3,0,6,26.7,18,123.3,108.3,121.7,120,140.8,155.2,163.3,162.2,149.3,122,0,0,0,0,0
28920,5,0,5,23.3,19,115,111.7,105.8,114.2,109.2,173.5,152.6,181,142.7,114.7,0,0,0,0,0
28921,2,0,4,26.7,7,100.8,94.2,87.5,91.7,94.2,63.9,42.5,54.8,53.9,50.1,0,0,0,0,0
28922,3,0,6,33.3,16,184.2,188.3,188.3,190,196.7,169.5,158.8,181,181.9,223.5,0,1,0,1,0
28923,2,0,3,66.7,20,205.8,200,204.2,202.5,200,226.5,214.9,187.9,190.8,165.4,1,0,0,0,1
28924,3,0,7,20,17,119.2,103.3,111.7,111.7,105.8,129.8,93.9,94.8,95.5,108.2,0,1,0,0,0
28925,1,0,4,30,16,114.2,112.5,114.2,110,115.8,118.8,65.8,83.8,86.3,119.8,0,0,0,0,0
28926,2,0,7,23.3,18,175.8,193.3,160.8,151.7,137.5,140.2,108.8,132.3,130.7,104.3,0,0,0,0,0
28927,1,0,3,60,20,170,166.7,172.5,169.2,170.8,80.8,111.4,123,108.1,160.3,1,0,0,0,0
28928,4,0,5,33.3,22,130.8,150,149.2,150.8,150.8,150.2,128.5,120.2,113.6,163.5,0,0,0,0,0
28929,2,0,2,123.3,23,321.7,300,304.2,292.5,245.8,198.8,220.3,226.9,219.2,229.8,0,0,0,0,0
28930,1,0,2,60,24,116.7,113.3,115,115,119.2,147.9,125.4,116,114.6,126.3,0,0,0,0,0
28931,1,0,2,110,21,244.2,238.3,220,214.2,230,250.8,287.5,269.9,224.8,239.2,0,0,0,1,0
28932,2,0,5,23.3,16,110.8,103.3,104.2,105,113.3,132.5,123.7,146.2,127.7,122.8,0,0,0,0,0
28933,4,0,4,66.7,24,167.5,245.8,282.5,230.8,255.8,164.5,163.1,172.1,207.4,191.8,0,0,0,0,0
28934,1,0,2,130,22,180,220.8,256.7,186.7,219.2,158.8,169.4,148.3,135.8,145,0,1,0,0,0
28935,2,0,5,26.7,16,147.5,152.5,140,118.3,131.7,133.4,148.3,100.1,108.8,94.2,0,0,0,0,0
28936,2,0,4,30,23,107.5,107.5,117.5,111.7,111.7,109,135.5,135.8,92.6,101.6,0,0,0,0,0
28937,1,0,4,30,19,112.5,115,108.3,109.2,111.7,117.1,101.9,106,117,86.2,0,1,0,0,0
28938,5,0,3,63.3,18,188.3,192.5,187.5,182.5,185,142.2,111.2,156.2,145.2,202.4,0,0,0,0,0
28939,3,0,1,116.7,17,113.3,115.8,117.5,111.7,105.8,97.7,107.2,90,115.8,67.7,0,0,0,0,0
28940,4,0,3,40,17,116.7,111.7,106.7,104.2,111.7,84.4,73.8,79,93.5,115.9,0,0,0,0,0
28941,3,0,4,30,28,109.2,109.2,107.5,107.5,113.3,117.2,127,94.8,75.5,89,0,0,0,0,0
28942,4,0,4,63.3,29,245.8,241.7,240.8,250,253.3,223.8,250.8,257.8,273.8,248.9,0,0,0,0,0
28943,1,0,2,53.3,19,110,101.7,100.8,101.7,103.3,72.9,46.4,65.5,63.6,86.8,0,0,0,0,0
28944,5,0,1,340,23,335,339.2,323.3,328.3,375,336.1,346.2,324.2,286.2,310.8,0,0,0,0,0
28945,2,0,4,23.3,19,85.8,79.2,100,114.2,100.8,133,116.8,117,90.2,89.8,0,0,0,0,0
28946,4,0,6,16.7,11,99.2,105,100.8,101.7,97.5,57.2,0,37.2,30,42.2,0,0,0,0,0
28947,4,0,1,106.7,16,117.5,108.3,106.7,111.7,115,162.5,169.2,152,114.6,108.6,0,0,0,0,0
28948,2,0,2,56.7,27,102.5,100.8,100.8,99.2,108.3,120.8,104.1,52.7,82.5,57.7,0,0,0,0,0
28949,2,0,5,23.3,18,114.2,111.7,109.2,110,113.3,136,132.1,135.4,133.8,135.9,0,0,0,0,0
28950,3,0,3,36.7,18,115,112.5,103.3,102.5,110.8,108.1,106.1,59.9,47.7,87.2,0,0,0,0,0
28951,1,0,4,46.7,23,169.2,174.2,183.3,176.7,176.7,115.2,124.1,124.7,130.2,156.2,0,0,0,0,0
28952,1,0,4,30,20,113.3,114.2,103.3,112.5,117.5,144.1,89.6,87.5,83.6,85.1,0,0,0,0,0
28953,4,0,6,26.7,16,155,160,146.7,156.7,153.3,152.2,139.7,153.8,182.1,193.9,0,0,0,0,0
28954,4,0,3,50,13,140,140.8,143.3,140.8,140.8,92,80.2,123.2,134.8,111.4,0,0,0,0,0
28955,3,0,5,30,17,124.2,140,131.7,135.8,145.8,129.8,136.4,153.8,143.6,146.1,0,0,0,0,0
28956,1,0,3,36.7,16,110.8,105.8,103.3,95.8,104.2,103.2,105.4,96.2,57.3,98.2,0,0,0,0,0
28957,3,0,6,23.3,30,135.8,136.7,136.7,143.3,140.8,112.5,148.8,130.5,141.9,107.2,0,0,0,0,0
28958,5,0,4,30,22,110.8,113.3,113.3,110.8,113.3,65.6,90.5,106.2,129.3,96.8,0,1,0,0,0
28959,3,0,2,110,21,219.2,216.7,215,215.8,210,195.5,197.8,190.2,192.8,183.3,0,0,0,1,0
28960,3,0,4,36.7,21,135.8,142.5,146.7,149.2,152.5,122.9,172.5,184.2,195.5,176.1,0,0,0,0,0
28961,4,0,4,36.7,21,158.3,153.3,152.5,140.8,145,170.9,184.1,195.5,165.6,132.9,0,0,0,1,0
28962,2,0,2,90,23,152.5,177.5,180,187.5,201.7,157.2,123.9,151.1,174.2,188.2,0,0,0,0,0
28963,2,0,6,26.7,23,140,135,142.5,147.5,148.3,120,124,110,131.1,144,0,0,0,0,0
28964,2,0,4,26.7,17,117.5,105.8,138.3,101.7,115.8,47.5,94.2,82.5,80.8,73.9,0,0,0,0,0
28965,5,0,3,36.7,16,112.5,110,105,98.3,104.2,128.2,134.3,105.3,92.4,111.2,0,1,0,0,1
28966,5,0,2,60,18,114.2,110.8,125,110,125,154.9,152,171.2,157.2,153.9,0,0,0,0,0
28967,4,0,3,50,21,140.8,144.2,145.8,150,145.8,125.8,132.5,143.5,157.8,142.2,0,0,0,0,0
28968,5,0,0,0,18,142.5,144.2,140,150.8,151.7,163.8,221.2,182,169.2,191.1,0,0,0,0,0
28969,2,0,2,90,18,186.7,174.2,177.5,170,180,152.7,176.6,213.2,201.8,186.3,0,0,0,1,0
28970,2,0,1,113.3,13,130,119.2,109.2,113.3,120,97.1,111.8,120.8,123.3,139.1,0,0,0,0,0
28971,2,0,2,93.3,22,186.7,181.7,185.8,192.5,194.2,144,192.9,230.3,266.8,272.5,0,0,0,0,0
28972,4,0,5,36.7,25,165,165.8,170.8,170.8,177.5,178.9,161.4,137.9,121.1,152.1,0,0,0,0,0
28973,5,0,4,30,22,95.8,108.3,113.3,106.7,110,115.6,139.4,95,123.2,131.6,0,0,0,0,0
28974,3,0,2,83.3,20,157.5,163.3,155,145.8,145.8,149.2,142.2,120.3,152.8,149.4,0,1,0,0,0
28975,3,0,4,36.7,19,134.2,135.8,140.8,146.7,148.3,148.8,156,155.1,132.7,130.8,0,0,0,0,0
28976,2,0,4,36.7,20,143.3,150,135.8,145,139.2,135.2,156.2,148.1,96,120.8,0,0,0,0,0
28977,2,0,3,90,21,269.2,271.7,265.8,273.3,278.3,242.9,286.2,277.2,306.4,309.6,0,0,0,0,0
28978,2,0,1,210,25,202.5,210.8,215.8,210,202.5,162.4,193.1,221.3,221.5,237.3,0,0,0,1,0
28979,1,0,3,90,23,261.7,267.5,268.3,267.5,265.8,311.5,302.2,285.6,285.2,265.6,0,0,0,1,0
28980,4,0,2,80,22,135,146.7,156.7,157.5,146.7,136,147.4,92.7,71.5,126.7,0,0,0,0,0
28981,1,0,7,16.7,21,127.5,115.8,95.8,101.7,109.2,128.9,158.3,156.7,173.2,137.6,0,1,0,0,0
28982,5,0,2,56.7,21,112.5,109.2,113.3,106.7,103.3,72.2,96.4,115.4,122.2,80.9,0,0,0,0,0
28983,3,0,6,23.3,21,134.2,129.2,130,135,150.8,155.6,142.8,153.5,154.2,145.2,0,0,0,0,0
28984,5,0,2,93.3,18,174.2,179.2,181.7,188.3,184.2,171.6,200.4,191.8,200.8,193.8,0,0,0,0,0
28985,3,0,4,30,20,103.3,110,104.2,115.8,112.5,143.8,148.9,126.1,110.9,114.2,0,0,0,0,0
28986,3,0,5,40,20,185,199.2,201.7,190,184.2,185.2,179.7,193.7,164.2,157.6,1,1,0,0,1
28987,2,0,4,66.7,29,242.5,245,244.2,249.2,255,195.9,196.2,227.2,236.2,242.7,0,1,0,1,0
28988,4,0,0,0,18,105.8,99.2,102.5,115.8,103.3,157.2,137.8,161.8,115.1,80.3,0,0,0,0,0
28989,3,0,4,56.7,19,155,157.5,185,216.7,214.2,181.1,203.8,209.3,194.8,229.2,0,0,0,0,1
28990,4,0,5,23.3,19,115,108.3,105,112.5,111.7,130.2,70.3,75.8,103.4,99.8,0,1,0,0,0
28991,3,0,3,36.7,20,104.2,95.8,94.2,102.5,104.2,133.1,74.2,78.3,82.3,118.2,0,0,0,0,1
28992,1,0,0,0,15,126.7,119.2,105,100.8,111.7,100.8,74.7,98.9,97.7,110.1,0,0,0,0,0
28993,3,0,9,33.3,24,301.7,271.7,294.2,278.3,270.8,312.7,335.2,351,336.1,298.2,0,0,0,0,0
28994,4,0,5,30,17,145,145.8,146.7,156.7,155.8,183.5,186.7,130.5,154.8,161.5,0,0,0,0,0
28995,3,0,6,23.3,17,135,140,125.8,119.2,123.3,115.8,75.2,164.3,179.5,132.4,0,0,0,0,1
28996,1,0,2,80,15,140.8,156.7,154.2,154.2,145,132.6,135.8,120.9,118.8,148.4,0,0,0,0,0
28997,2,0,1,140,19,130,134.2,137.5,136.7,132.5,135.8,121.3,95.8,117.2,119.3,0,0,0,0,0
28998,1,0,2,140,27,280.8,285.8,280.8,275.8,276.7,281.9,286.9,284.8,270.2,274.8,0,0,0,1,0
28999,3,0,2,90,23,175.8,165,173.3,178.3,176.7,159.4,156.8,173.8,193.7,195.4,1,0,0,0,0
29000,3,0,4,33.3,17,113.3,125.8,116.7,111.7,106.7,61.7,62.6,86,93,79.9,0,0,0,0,0
29001,4,0,5,23.3,16,104.2,102.5,115,118.3,111.7,91.5,89.6,103.5,78.4,121.3,0,0,0,0,0
29002,2,0,2,60,16,115,118.3,118.3,130,118.3,127,102.7,131.1,100.6,106,0,1,0,0,0
29003,5,0,2,60,16,99.2,112.5,115.8,135,123.3,157.2,149.8,169.4,159.8,145.4,0,0,0,0,0
29004,2,0,3,40,22,115.8,120,118.3,119.2,111.7,159.8,124.7,104.4,113,131.2,0,0,0,0,0
